Year,Sex,Fatal,Age,Moment
2011.0,,N,,Afternoon
2010.0,M,N,16.0,Afternoon
2010.0,M,N,,Morning
2010.0,M,N,46.0,Afternoon
2010.0,F,Y,70.0,Afternoon
2010.0,M,N,,
2010.0,M,N,54.0,Morning
2010.0,M,N,46.0,Morning
2010.0,F,N,70.0,Afternoon
2010.0,F,N,48.0,Afternoon
2010.0,M,N,47.0,Morning
2010.0,M,,,
2010.0,M,N,33.0,Afternoon
2010.0,M,Y,21.0,Morning
2010.0,M,N,,Night
2010.0,F,N,20.0,Afternoon
2010.0,M,N,,Afternoon
2010.0,M,N,30.0,Afternoon
2010.0,M,N,14.0,
2010.0,M,Y,19.0,Morning
2010.0,F,N,,Morning
2010.0,M,N,22.0,Afternoon
2010.0,F,N,,Afternoon
2010.0,M,N,15.0,Afternoon
2010.0,M,N,29.0,Afternoon
2010.0,M,N,18.0,Afternoon
2010.0,M,Y,29.0,
2010.0,M,N,15.0,Afternoon
2010.0,M,N,27.0,
2010.0,M,N,24.0,Afternoon
2010.0,M,N,24.0,Morning
2010.0,M,N,34.0,
2010.0,M,,43.0,
2010.0,M,N,10.0,Morning
2010.0,M,Y,31.0,Morning
2010.0,M,N,45.0,
2010.0,F,N,,Evening
2010.0,F,N,16.0,Afternoon
2010.0,M,N,47.0,Morning
2010.0,M,N,25.0,Afternoon
2010.0,M,N,35.0,
2010.0,F,,,Evening
2010.0,M,N,,Afternoon
2010.0,F,N,37.0,Morning
2010.0,M,N,16.0,
2010.0,M,N,20.0,Afternoon
2010.0,M,N,10.0,Morning
2010.0,F,N,13.0,Afternoon
2010.0,M,N,55.0,
2010.0,M,N,9.0,Evening
2010.0,F,N,21.0,
2010.0,M,N,20.0,Afternoon
2010.0,M,N,19.0,Evening
2010.0,M,N,48.0,Afternoon
2010.0,M,N,20.0,
2010.0,F,N,6.0,
2010.0,F,N,13.0,Afternoon
2010.0,M,N,17.0,Afternoon
2010.0,F,N,18.0,Afternoon
2010.0,M,N,40.0,Afternoon
2010.0,M,N,49.0,Morning
2010.0,F,N,58.0,Evening
2010.0,F,N,60.0,Evening
2010.0,M,N,,Afternoon
2010.0,M,N,59.0,Morning
2010.0,F,N,10.0,Morning
2010.0,M,N,29.0,Afternoon
2010.0,M,N,68.0,Afternoon
2010.0,M,N,35.0,Morning
2010.0,M,N,24.0,Afternoon
2010.0,M,N,34.0,Morning
2010.0,M,N,,Morning
2010.0,M,Y,19.0,Morning
2010.0,F,N,60.0,Afternoon
2010.0,M,N,46.0,Morning
2010.0,M,N,18.0,Afternoon
2010.0,M,N,,Afternoon
2010.0,M,,31.0,Morning
2010.0,M,Y,38.0,Afternoon
2010.0,F,N,14.0,Evening
2010.0,M,N,29.0,
2010.0,M,N,54.0,Evening
2010.0,M,N,,Morning
2010.0,M,Y,37.0,Afternoon
2010.0,F,N,9.0,
2010.0,F,N,,
2010.0,M,N,,Afternoon
2010.0,M,N,,Morning
2010.0,M,N,32.0,Morning
2009.0,M,N,20.0,Morning
2009.0,M,N,55.0,Morning
2009.0,M,N,27.0,Afternoon
2009.0,M,N,,Morning
2009.0,M,N,18.0,Morning
2009.0,M,Y,22.0,Afternoon
2009.0,M,,,
2009.0,M,Y,24.0,
2009.0,M,N,39.0,Morning
2009.0,,N,,Morning
2009.0,M,N,58.0,Afternoon
2009.0,M,,49.0,Afternoon
2009.0,M,N,10.0,Morning
2009.0,M,N,31.0,Afternoon
2009.0,M,N,22.0,Morning
2009.0,F,N,27.0,Afternoon
2009.0,M,N,18.0,Afternoon
2009.0,M,N,25.0,Morning
2009.0,M,N,21.0,Night
2009.0,M,N,27.0,Morning
2009.0,M,N,,
2009.0,F,N,17.0,Morning
2009.0,M,N,,Afternoon
2009.0,M,N,54.0,Morning
2009.0,F,N,10.0,Evening
2009.0,M,N,23.0,Afternoon
2009.0,M,N,23.0,
2009.0,M,N,39.0,Afternoon
2009.0,M,Y,34.0,
2009.0,M,Y,60.0,Evening
2009.0,M,Y,15.0,Afternoon
2009.0,M,N,,Evening
2009.0,M,Y,25.0,Afternoon
2009.0,F,N,22.0,Afternoon
2009.0,M,N,,Afternoon
2009.0,M,N,26.0,Evening
2009.0,M,N,,Morning
2009.0,M,N,56.0,Morning
2009.0,M,N,14.0,
2009.0,M,N,14.0,Morning
2009.0,F,N,41.0,Afternoon
2009.0,M,Y,,
2009.0,F,N,14.0,Afternoon
2009.0,F,,11.0,Morning
2009.0,F,N,26.0,Afternoon
2009.0,F,N,19.0,Afternoon
2009.0,M,N,57.0,
2009.0,M,N,,Morning
2009.0,M,N,37.0,Morning
2009.0,F,N,12.0,Afternoon
2009.0,F,N,43.0,Afternoon
2009.0,M,N,52.0,Morning
2009.0,M,,26.0,
2009.0,M,,14.0,Afternoon
2009.0,F,Y,50.0,Morning
2009.0,M,N,46.0,Evening
2009.0,M,N,,Evening
2009.0,M,N,31.0,Morning
2009.0,M,N,49.0,Morning
2009.0,M,N,55.0,Morning
2009.0,M,N,27.0,Afternoon
2009.0,M,N,48.0,
2009.0,F,N,,Afternoon
2009.0,M,N,,Morning
2009.0,M,N,20.0,Afternoon
2009.0,M,N,23.0,Night
2009.0,M,N,52.0,Afternoon
2009.0,M,N,31.0,Afternoon
2009.0,M,,49.0,
2009.0,M,N,40.0,Morning
2009.0,M,,24.0,Morning
2009.0,M,N,,Morning
2009.0,M,N,15.0,Afternoon
2009.0,M,N,59.0,
2009.0,M,Y,16.0,Afternoon
2009.0,M,N,17.0,Evening
2009.0,M,N,,Morning
2009.0,F,N,,Morning
2009.0,F,N,17.0,Afternoon
2009.0,F,N,,
2009.0,M,N,61.0,Evening
2009.0,M,N,21.0,
2009.0,M,Y,19.0,Morning
2009.0,M,N,40.0,Afternoon
2009.0,M,N,15.0,Morning
2009.0,M,N,,Morning
2009.0,M,N,,Afternoon
2009.0,M,N,33.0,Evening
2009.0,M,N,31.0,Morning
2009.0,M,N,41.0,Morning
2009.0,M,N,,Morning
2009.0,M,N,49.0,
2009.0,M,,17.0,
2009.0,M,N,15.0,Morning
2009.0,,N,,Evening
2009.0,M,N,19.0,Afternoon
2009.0,M,Y,25.0,Afternoon
2009.0,M,N,,Morning
2009.0,,Y,,
2009.0,M,N,24.0,Morning
2009.0,F,N,13.0,Afternoon
2009.0,M,N,31.0,Morning
2009.0,,N,,
2009.0,M,N,22.0,
2009.0,M,N,49.0,Afternoon
2008.0,,,,Morning
2008.0,,N,,
2008.0,M,N,10.0,
2008.0,M,N,29.0,Morning
2008.0,M,Y,51.0,Morning
2008.0,M,N,,Afternoon
2008.0,M,N,,
2008.0,M,N,15.0,Evening
2008.0,,N,,Morning
2008.0,M,Y,,
2008.0,F,N,,Morning
2008.0,F,N,,
2008.0,M,Y,45.0,
2008.0,M,Y,39.0,Morning
2008.0,M,N,34.0,Afternoon
2008.0,M,N,24.0,Morning
2008.0,M,N,50.0,
2008.0,M,N,15.0,Afternoon
2008.0,M,N,11.0,Afternoon
2008.0,M,N,43.0,Afternoon
2008.0,M,N,44.0,Morning
2008.0,M,N,40.0,Morning
2008.0,M,N,43.0,Afternoon
2008.0,M,N,32.0,Afternoon
2008.0,M,N,40.0,Afternoon
2008.0,M,N,,Morning
2008.0,M,N,51.0,Afternoon
2008.0,M,N,15.0,Afternoon
2008.0,M,N,52.0,Morning
2008.0,M,N,,Morning
2008.0,M,N,29.0,
2008.0,M,,27.0,Evening
2008.0,M,N,52.0,
2008.0,M,N,19.0,Afternoon
2008.0,M,N,26.0,Morning
2008.0,M,N,20.0,Afternoon
2008.0,F,,20.0,Evening
2008.0,M,N,47.0,Afternoon
2008.0,M,,7.0,
2008.0,F,N,38.0,Night
2008.0,F,N,13.0,Afternoon
2008.0,M,N,,Afternoon
2008.0,M,N,31.0,Morning
2008.0,M,N,,Evening
2008.0,M,N,33.0,
2008.0,M,N,,Afternoon
2008.0,M,N,17.0,Morning
2008.0,F,N,44.0,Morning
2008.0,M,N,9.0,
2008.0,F,N,8.0,Afternoon
2008.0,M,N,15.0,Afternoon
2008.0,M,N,16.0,Afternoon
2008.0,M,,52.0,
2008.0,M,N,24.0,Afternoon
2008.0,F,N,14.0,Evening
2008.0,F,N,17.0,Afternoon
2008.0,M,N,16.0,
2008.0,M,,53.0,Afternoon
2008.0,M,N,42.0,Morning
2008.0,M,N,46.0,Afternoon
2008.0,M,N,29.0,Afternoon
2008.0,M,N,37.0,Morning
2008.0,F,N,40.0,Morning
2008.0,F,N,35.0,Morning
2008.0,M,N,14.0,
2008.0,M,N,40.0,
2008.0,F,N,15.0,Evening
2008.0,M,N,14.0,Afternoon
2008.0,M,N,9.0,Afternoon
2008.0,M,N,49.0,Morning
2008.0,M,Y,21.0,
2008.0,M,Y,28.0,Night
2008.0,M,N,37.0,Morning
2008.0,M,N,40.0,Afternoon
2008.0,M,N,6.0,Morning
2008.0,M,N,24.0,
2008.0,M,Y,24.0,Afternoon
2008.0,M,N,18.0,Morning
2008.0,M,N,24.0,Morning
2008.0,M,N,32.0,Morning
2008.0,M,N,21.0,Morning
2008.0,M,Y,66.0,Morning
2008.0,M,N,14.0,Morning
2008.0,M,,,
2008.0,M,,,
2008.0,M,,32.0,Evening
2008.0,M,,19.0,Morning
2008.0,M,N,30.0,Afternoon
2008.0,M,N,15.0,
2008.0,M,Y,16.0,Morning
2008.0,M,N,18.0,Afternoon
2008.0,M,N,39.0,
2008.0,M,N,52.0,Evening
2008.0,M,N,13.0,Morning
2008.0,M,N,14.0,Afternoon
2008.0,M,N,8.0,Afternoon
2008.0,M,N,27.0,Morning
2008.0,M,Y,49.0,Morning
2008.0,M,N,26.0,
2008.0,M,N,25.0,Afternoon
2008.0,F,N,14.0,
2008.0,M,N,42.0,
2008.0,M,N,20.0,Morning
2008.0,,N,,Afternoon
2008.0,M,N,20.0,
2007.0,M,N,24.0,
2007.0,M,,53.0,
2007.0,M,N,31.0,Morning
2007.0,M,N,15.0,
2007.0,M,,34.0,Evening
2007.0,M,N,52.0,Morning
2007.0,F,N,,
2007.0,M,N,28.0,
2007.0,M,N,32.0,
2007.0,M,N,,Afternoon
2007.0,M,N,14.0,Afternoon
2007.0,M,N,21.0,Morning
2007.0,M,N,42.0,Morning
2007.0,M,N,37.0,Morning
2007.0,M,,,
2007.0,M,N,32.0,Afternoon
2007.0,F,N,52.0,Morning
2007.0,M,N,31.0,Afternoon
2007.0,M,N,22.0,Evening
2007.0,M,N,16.0,Morning
2007.0,M,N,,Morning
2007.0,M,Y,,Afternoon
2007.0,F,Y,23.0,Morning
2007.0,F,N,48.0,Afternoon
2007.0,F,N,,Morning
2007.0,F,N,19.0,Morning
2007.0,F,,,
2007.0,M,N,23.0,Evening
2007.0,M,N,,Night
2007.0,M,N,56.0,Morning
2007.0,F,N,15.0,Morning
2007.0,M,N,14.0,Afternoon
2007.0,F,N,58.0,Morning
2007.0,F,N,36.0,Afternoon
2007.0,M,N,15.0,Evening
2007.0,F,N,12.0,Morning
2007.0,M,N,58.0,Morning
2007.0,M,N,15.0,Afternoon
2007.0,M,N,24.0,Morning
2007.0,M,N,54.0,Afternoon
2007.0,M,N,27.0,Morning
2007.0,M,N,,
2007.0,M,N,,Evening
2007.0,M,N,52.0,Evening
2007.0,M,N,16.0,Afternoon
2007.0,M,N,7.0,Morning
2007.0,M,N,20.0,Night
2007.0,F,N,15.0,Afternoon
2007.0,M,N,19.0,Evening
2007.0,M,N,30.0,Afternoon
2007.0,M,N,9.0,Afternoon
2007.0,F,N,19.0,Afternoon
2007.0,M,N,51.0,Afternoon
2007.0,M,N,20.0,Evening
2007.0,M,N,,Morning
2007.0,M,N,36.0,Afternoon
2007.0,M,N,15.0,Morning
2007.0,M,N,14.0,Afternoon
2007.0,M,N,48.0,
2007.0,F,,43.0,Morning
2007.0,F,N,30.0,Afternoon
2007.0,F,N,48.0,Morning
2007.0,M,N,18.0,Afternoon
2007.0,M,N,17.0,Afternoon
2007.0,,,,
2007.0,F,N,,Morning
2007.0,M,N,20.0,Afternoon
2007.0,M,N,,Morning
2007.0,F,,9.0,Afternoon
2007.0,F,N,,Morning
2007.0,M,N,,Night
2007.0,F,N,,Afternoon
2007.0,F,N,40.0,Morning
2007.0,M,N,38.0,Afternoon
2007.0,F,N,38.0,Afternoon
2007.0,M,N,19.0,Afternoon
2007.0,F,N,21.0,Afternoon
2007.0,M,,45.0,Afternoon
2007.0,F,N,63.0,Morning
2007.0,M,N,68.0,Morning
2007.0,,Y,,
2007.0,F,N,20.0,
2007.0,F,N,13.0,Evening
2007.0,M,N,12.0,Afternoon
2007.0,M,N,24.0,Afternoon
2007.0,,N,,
2007.0,M,N,26.0,Afternoon
2007.0,M,N,7.0,Afternoon
2007.0,M,N,27.0,Afternoon
2007.0,M,N,9.0,Afternoon
2007.0,,Y,,Morning
2007.0,M,N,11.0,Evening
2007.0,F,N,42.0,Morning
2007.0,F,N,59.0,Afternoon
2007.0,M,N,29.0,Afternoon
2007.0,M,N,16.0,
2007.0,M,,36.0,
2007.0,M,N,26.0,Morning
2007.0,M,N,30.0,Afternoon
2007.0,,N,,Night
2007.0,M,N,41.0,Morning
2007.0,M,,20.0,
2007.0,M,Y,24.0,Afternoon
2007.0,M,N,,Morning
2007.0,M,,54.0,Afternoon
2007.0,M,N,24.0,Morning
2006.0,M,N,25.0,Evening
2006.0,M,N,10.0,Morning
2006.0,M,N,43.0,Morning
2006.0,M,N,25.0,Evening
2006.0,M,N,15.0,Morning
2006.0,,Y,,Afternoon
2006.0,M,N,29.0,Afternoon
2006.0,M,N,,Afternoon
2006.0,M,N,22.0,Evening
2006.0,M,N,15.0,
2006.0,M,N,20.0,Morning
2006.0,M,N,,
2006.0,M,N,18.0,Afternoon
2006.0,F,N,26.0,
2006.0,,Y,,
2006.0,M,,36.0,
2006.0,M,N,19.0,
2006.0,M,N,16.0,Morning
2006.0,M,N,55.0,Afternoon
2006.0,M,N,52.0,
2006.0,M,,44.0,Morning
2006.0,M,Y,20.0,Afternoon
2006.0,M,N,33.0,Afternoon
2006.0,M,N,13.0,Afternoon
2006.0,M,N,37.0,
2006.0,M,N,23.0,Night
2006.0,M,N,,Afternoon
2006.0,M,N,27.0,Evening
2006.0,M,,17.0,
2006.0,M,,34.0,
2006.0,M,Y,,
2006.0,M,Y,34.0,Morning
2006.0,M,N,24.0,Morning
2006.0,F,N,59.0,Afternoon
2006.0,,N,,
2006.0,M,N,41.0,Afternoon
2006.0,M,N,19.0,Afternoon
2006.0,M,N,14.0,Afternoon
2006.0,,,,
2006.0,M,N,49.0,Morning
2006.0,F,,7.0,
2006.0,F,N,21.0,Afternoon
2006.0,M,N,40.0,Afternoon
2006.0,M,N,11.0,Afternoon
2006.0,F,N,14.0,Morning
2006.0,M,N,13.0,Afternoon
2006.0,F,N,28.0,
2006.0,M,N,35.0,
2006.0,F,N,9.0,Morning
2006.0,M,N,25.0,Afternoon
2006.0,F,N,22.0,Afternoon
2006.0,M,Y,27.0,Morning
2006.0,M,N,43.0,Morning
2006.0,M,N,24.0,Afternoon
2006.0,F,N,7.0,Afternoon
2006.0,M,N,40.0,Morning
2006.0,M,N,26.0,Afternoon
2006.0,,N,,Afternoon
2006.0,M,N,31.0,Afternoon
2006.0,M,N,15.0,Afternoon
2006.0,M,N,33.0,Morning
2006.0,F,N,35.0,Afternoon
2006.0,M,N,,Afternoon
2006.0,F,N,25.0,Afternoon
2006.0,M,N,46.0,Afternoon
2006.0,M,,,
2006.0,M,N,54.0,
2006.0,F,N,13.0,Afternoon
2006.0,M,N,35.0,Afternoon
2006.0,M,N,15.0,Afternoon
2006.0,M,N,15.0,Afternoon
2006.0,M,N,11.0,Afternoon
2006.0,F,N,28.0,Morning
2006.0,M,N,21.0,Evening
2006.0,M,N,15.0,Afternoon
2006.0,F,N,15.0,Afternoon
2006.0,M,,45.0,Afternoon
2006.0,M,N,18.0,Morning
2006.0,M,N,,Afternoon
2006.0,M,N,15.0,Afternoon
2006.0,F,Y,24.0,Evening
2006.0,M,N,57.0,Afternoon
2006.0,M,N,46.0,
2006.0,M,N,34.0,Afternoon
2006.0,F,N,28.0,
2006.0,M,N,,Evening
2006.0,M,N,52.0,Morning
2006.0,M,,,Morning
2006.0,F,Y,21.0,Afternoon
2006.0,M,N,21.0,Afternoon
2006.0,M,N,49.0,
2005.0,M,N,30.0,Afternoon
2005.0,M,N,29.0,Morning
2005.0,,N,,Afternoon
2005.0,M,N,44.0,Morning
2005.0,,N,,Afternoon
2005.0,M,N,15.0,
2005.0,M,N,23.0,Afternoon
2005.0,,N,,
2005.0,M,N,18.0,Evening
2005.0,M,N,26.0,Morning
2005.0,,N,,Evening
2005.0,M,N,35.0,Afternoon
2005.0,M,N,17.0,Afternoon
2005.0,M,N,32.0,Afternoon
2005.0,M,N,18.0,Afternoon
2005.0,M,N,25.0,Afternoon
2005.0,M,N,26.0,Morning
2005.0,M,N,15.0,
2005.0,M,N,55.0,Morning
2005.0,M,N,20.0,Morning
2005.0,M,N,36.0,Morning
2005.0,F,N,20.0,Morning
2005.0,M,N,15.0,Afternoon
2005.0,M,N,22.0,Evening
2005.0,F,N,57.0,Afternoon
2005.0,M,N,48.0,Afternoon
2005.0,M,N,35.0,
2005.0,M,N,52.0,Afternoon
2005.0,M,N,28.0,
2005.0,M,N,26.0,Afternoon
2005.0,M,N,44.0,Morning
2005.0,M,,,Morning
2005.0,F,N,68.0,Afternoon
2005.0,M,Y,18.0,Afternoon
2005.0,M,N,15.0,Night
2005.0,F,N,18.0,Afternoon
2005.0,M,N,40.0,Afternoon
2005.0,M,N,62.0,Morning
2005.0,M,Y,21.0,
2005.0,M,Y,23.0,Afternoon
2005.0,M,N,37.0,Morning
2005.0,M,,17.0,Afternoon
2005.0,M,N,8.0,Morning
2005.0,M,N,12.0,Evening
2005.0,,,,
2005.0,M,N,16.0,Morning
2005.0,M,N,14.0,Morning
2005.0,M,,,
2005.0,F,N,13.0,Evening
2005.0,M,N,61.0,Morning
2005.0,M,,25.0,Morning
2005.0,M,N,24.0,
2005.0,M,N,22.0,Afternoon
2005.0,F,N,14.0,Afternoon
2005.0,M,N,19.0,Morning
2005.0,F,Y,14.0,Morning
2005.0,F,Y,7.0,Afternoon
2005.0,M,N,,Morning
2005.0,M,,49.0,Morning
2005.0,M,N,20.0,Afternoon
2005.0,F,N,38.0,
2005.0,F,N,11.0,Morning
2005.0,M,,17.0,Morning
2005.0,M,Y,22.0,Afternoon
2005.0,M,N,6.0,Morning
2005.0,M,N,33.0,Afternoon
2005.0,F,N,,Evening
2005.0,M,N,32.0,Morning
2005.0,M,N,,
2005.0,,N,,Morning
2005.0,M,N,,
2005.0,M,N,15.0,
2005.0,M,N,47.0,Morning
2005.0,M,N,25.0,Evening
2005.0,M,N,20.0,
2005.0,M,N,40.0,Morning
2005.0,F,N,70.0,
2005.0,M,,52.0,
2005.0,M,N,37.0,Evening
2005.0,F,N,,
2005.0,F,,,
2005.0,M,N,32.0,Morning
2005.0,M,N,,Afternoon
2005.0,M,Y,26.0,Afternoon
2005.0,M,N,45.0,Afternoon
2005.0,M,,51.0,
2005.0,M,N,,Afternoon
2005.0,M,N,18.0,
2005.0,M,N,,Afternoon
2005.0,M,N,12.0,
2005.0,M,N,19.0,
2005.0,,N,,Afternoon
2005.0,M,N,39.0,Afternoon
2004.0,F,,11.0,
2004.0,M,Y,18.0,Afternoon
2004.0,M,Y,38.0,Afternoon
2004.0,M,N,20.0,Evening
2004.0,M,N,16.0,
2004.0,F,Y,77.0,Morning
2004.0,,N,38.0,Afternoon
2004.0,M,N,35.0,Morning
2004.0,,N,,
2004.0,M,N,40.0,Afternoon
2004.0,,,,
2004.0,M,N,52.0,Morning
2004.0,M,N,59.0,Afternoon
2004.0,M,N,,Morning
2004.0,M,N,34.0,Afternoon
2004.0,M,N,34.0,Morning
2004.0,M,N,15.0,Afternoon
2004.0,M,N,16.0,Afternoon
2004.0,,N,,Afternoon
2004.0,M,N,26.0,Morning
2004.0,M,,,Night
2004.0,,Y,,
2004.0,F,N,17.0,Afternoon
2004.0,F,N,38.0,Afternoon
2004.0,M,N,24.0,Afternoon
2004.0,M,N,,Afternoon
2004.0,M,Y,50.0,Afternoon
2004.0,M,N,47.0,Evening
2004.0,M,N,30.0,Afternoon
2004.0,F,N,20.0,Afternoon
2004.0,M,N,,
2004.0,F,N,28.0,Afternoon
2004.0,F,N,13.0,Afternoon
2004.0,F,N,19.0,Afternoon
2004.0,M,N,11.0,Evening
2004.0,M,N,51.0,
2004.0,M,Y,30.0,Afternoon
2004.0,F,N,15.0,
2004.0,M,N,7.0,Afternoon
2004.0,M,N,45.0,Morning
2004.0,M,,,
2004.0,F,N,,
2004.0,M,N,17.0,Afternoon
2004.0,M,N,8.0,Evening
2004.0,M,Y,21.0,Afternoon
2004.0,M,N,16.0,Evening
2004.0,M,N,17.0,Afternoon
2004.0,M,N,44.0,Morning
2004.0,M,N,9.0,Afternoon
2004.0,M,,9.0,
2004.0,F,N,9.0,Afternoon
2004.0,F,N,24.0,Afternoon
2004.0,M,N,63.0,Afternoon
2004.0,M,N,28.0,Afternoon
2004.0,M,Y,22.0,Afternoon
2004.0,M,N,,Morning
2004.0,M,Y,,
2004.0,M,Y,57.0,Morning
2004.0,M,N,16.0,Afternoon
2004.0,F,,22.0,
2004.0,M,N,26.0,
2004.0,M,N,20.0,Morning
2004.0,M,N,22.0,Morning
2004.0,M,N,,Afternoon
2004.0,M,N,20.0,Afternoon
2004.0,M,N,61.0,Morning
2004.0,F,N,,Morning
2004.0,M,N,,Afternoon
2004.0,M,N,51.0,Morning
2004.0,M,N,47.0,
2004.0,M,Y,29.0,Afternoon
2004.0,M,N,15.0,Evening
2004.0,M,,31.0,Morning
2004.0,M,N,22.0,
2004.0,M,N,46.0,Morning
2004.0,M,N,21.0,
2004.0,M,N,,Afternoon
2004.0,M,N,40.0,Morning
2004.0,M,N,,Afternoon
2004.0,M,,,Afternoon
2004.0,,Y,,Night
2003.0,,N,,
2003.0,M,,28.0,
2003.0,M,N,13.0,Afternoon
2003.0,M,Y,45.0,Night
2003.0,M,N,36.0,Morning
2003.0,M,N,,Morning
2003.0,M,Y,21.0,Morning
2003.0,F,N,35.0,Afternoon
2003.0,M,N,35.0,
2003.0,M,N,24.0,
2003.0,M,N,,
2003.0,M,N,,Night
2003.0,M,N,18.0,Afternoon
2003.0,M,N,22.0,Afternoon
2003.0,F,N,13.0,Morning
2003.0,M,N,46.0,Afternoon
2003.0,M,,56.0,Afternoon
2003.0,M,N,19.0,
2003.0,M,Y,,
2003.0,F,N,,Afternoon
2003.0,M,N,18.0,Afternoon
2003.0,M,N,30.0,Afternoon
2003.0,M,N,50.0,Afternoon
2003.0,F,N,41.0,Afternoon
2003.0,M,Y,40.0,Night
2003.0,M,N,16.0,Morning
2003.0,M,N,21.0,Morning
2003.0,M,N,19.0,Afternoon
2003.0,M,N,17.0,Afternoon
2003.0,M,N,30.0,Afternoon
2003.0,,N,36.0,Morning
2003.0,F,,9.0,Afternoon
2003.0,M,N,18.0,Afternoon
2003.0,M,N,15.0,Afternoon
2003.0,M,Y,19.0,Afternoon
2003.0,M,N,,Afternoon
2003.0,F,Y,50.0,Morning
2003.0,M,,31.0,Night
2003.0,M,N,16.0,Morning
2003.0,M,N,37.0,
2003.0,M,N,18.0,Afternoon
2003.0,F,N,15.0,Afternoon
2003.0,M,N,58.0,Afternoon
2003.0,M,N,10.0,Morning
2003.0,M,N,21.0,
2003.0,M,N,39.0,Afternoon
2003.0,M,N,17.0,Afternoon
2003.0,M,N,15.0,Morning
2003.0,M,Y,,
2003.0,F,N,12.0,Afternoon
2003.0,M,N,60.0,Morning
2003.0,M,N,51.0,Afternoon
2003.0,M,N,33.0,Afternoon
2003.0,,N,15.0,Morning
2003.0,F,,22.0,
2003.0,M,N,18.0,Morning
2003.0,M,N,22.0,Afternoon
2003.0,M,N,20.0,Morning
2003.0,M,N,34.0,Morning
2003.0,F,N,9.0,Afternoon
2003.0,M,N,16.0,Evening
2003.0,M,N,17.0,Afternoon
2003.0,M,N,7.0,
2003.0,M,N,36.0,Afternoon
2003.0,M,N,17.0,Afternoon
2003.0,M,N,30.0,Afternoon
2003.0,M,N,23.0,Morning
2003.0,M,N,18.0,Afternoon
2003.0,M,N,11.0,Afternoon
2003.0,M,N,12.0,Morning
2003.0,M,N,20.0,Afternoon
2003.0,M,N,28.0,
2003.0,M,N,50.0,Morning
2003.0,F,N,,
2003.0,M,N,44.0,Morning
2003.0,M,N,37.0,Night
2003.0,M,N,54.0,Afternoon
2003.0,M,N,24.0,
2003.0,M,Y,84.0,Morning
2003.0,M,,14.0,
2003.0,F,N,,Afternoon
2002.0,F,N,18.0,
2002.0,M,N,25.0,Afternoon
2002.0,M,N,26.0,
2002.0,M,,11.0,
2002.0,M,Y,23.0,Night
2002.0,M,Y,19.0,
2002.0,M,N,,Afternoon
2002.0,M,N,48.0,Morning
2002.0,F,N,34.0,Morning
2002.0,F,N,41.0,Morning
2002.0,M,N,21.0,Afternoon
2002.0,M,N,16.0,Afternoon
2002.0,M,N,52.0,
2002.0,F,N,60.0,Morning
2002.0,M,Y,36.0,Afternoon
2002.0,M,N,21.0,Night
2002.0,M,N,14.0,Afternoon
2002.0,M,N,35.0,Afternoon
2002.0,M,N,18.0,Afternoon
2002.0,M,N,47.0,Afternoon
2002.0,M,N,32.0,Morning
2002.0,M,N,55.0,Afternoon
2002.0,M,N,,Afternoon
2002.0,M,N,,Afternoon
2002.0,M,N,24.0,
2002.0,M,N,35.0,Morning
2002.0,M,N,19.0,Afternoon
2002.0,,N,,Morning
2002.0,M,N,47.0,Afternoon
2002.0,M,N,20.0,Afternoon
2002.0,M,N,36.0,Afternoon
2002.0,M,N,16.0,Afternoon
2002.0,F,N,29.0,Afternoon
2002.0,M,N,27.0,Afternoon
2002.0,M,N,15.0,Afternoon
2002.0,M,N,15.0,Afternoon
2002.0,M,N,30.0,
2002.0,M,N,14.0,Morning
2002.0,M,N,13.0,Evening
2002.0,F,N,15.0,Afternoon
2002.0,M,N,19.0,Evening
2002.0,M,Y,41.0,Night
2002.0,M,N,22.0,Afternoon
2002.0,F,N,9.0,Afternoon
2002.0,M,N,30.0,Morning
2002.0,F,N,11.0,Afternoon
2002.0,,,,
2002.0,,N,,
2002.0,,Y,,
2002.0,,N,,Afternoon
2002.0,M,N,28.0,Afternoon
2002.0,M,N,50.0,Morning
2002.0,M,N,10.0,Afternoon
2002.0,M,N,50.0,
2002.0,M,N,24.0,Afternoon
2002.0,M,N,16.0,Afternoon
2002.0,M,N,55.0,Afternoon
2002.0,M,N,35.0,Morning
2002.0,M,N,,
2002.0,M,N,14.0,
2002.0,M,N,31.0,
2002.0,M,N,40.0,Afternoon
2002.0,M,N,20.0,
2002.0,M,Y,23.0,Afternoon
2002.0,M,,52.0,
2002.0,M,N,34.0,Morning
2002.0,M,N,28.0,Morning
2002.0,M,N,45.0,Evening
2002.0,M,N,43.0,Morning
2002.0,M,N,41.0,Afternoon
2002.0,M,N,29.0,Morning
2002.0,M,N,17.0,Afternoon
2002.0,F,N,11.0,Morning
2002.0,M,Y,16.0,Afternoon
2002.0,M,N,20.0,Afternoon
2002.0,M,N,39.0,Morning
2002.0,M,N,31.0,Morning
2002.0,M,,44.0,
2002.0,M,Y,,
2002.0,M,N,33.0,Morning
2002.0,M,Y,15.0,Evening
2002.0,M,N,35.0,Evening
2002.0,M,N,20.0,Evening
2002.0,M,N,32.0,
2002.0,M,N,16.0,Night
2002.0,M,N,26.0,Night
2002.0,M,N,35.0,Afternoon
2001.0,M,N,36.0,Morning
2001.0,M,N,49.0,
2001.0,,N,,Afternoon
2001.0,M,,,
2001.0,M,N,,
2001.0,F,N,20.0,Afternoon
