Year,Sex,Fatal,Age,Moment
1983.0,F,Y,21.0,Night
1983.0,M,Y,24.0,Night
1983.0,M,N,28.0,Night
1983.0,F,N,39.0,Afternoon
1983.0,M,N,13.0,Afternoon
1983.0,M,N,17.0,
1983.0,M,N,42.0,Morning
1983.0,M,Y,15.0,Afternoon
1983.0,M,N,21.0,Afternoon
1983.0,M,N,30.0,Morning
1983.0,M,N,,Afternoon
1983.0,M,N,21.0,Night
1983.0,M,N,22.0,Afternoon
1983.0,M,,,
1983.0,M,N,27.0,Evening
1983.0,M,N,16.0,Morning
1983.0,M,N,17.0,Morning
1983.0,M,N,,Afternoon
1983.0,M,N,43.0,
1983.0,M,N,22.0,Evening
1983.0,M,N,32.0,Afternoon
1983.0,M,Y,,
1982.0,M,N,,
1982.0,M,N,26.0,Morning
1982.0,M,N,16.0,Afternoon
1982.0,M,N,16.0,Afternoon
1982.0,M,N,20.0,Afternoon
1982.0,M,N,36.0,Morning
1982.0,M,N,28.0,Afternoon
1982.0,M,,25.0,
1982.0,M,Y,,
1982.0,M,,17.0,Morning
1982.0,F,N,18.0,Afternoon
1982.0,M,,20.0,Afternoon
1982.0,M,N,38.0,Afternoon
1982.0,M,N,17.0,Afternoon
1982.0,M,,43.0,
1982.0,F,N,19.0,Afternoon
1982.0,,N,,
1982.0,M,Y,27.0,Morning
1982.0,M,N,20.0,Afternoon
1982.0,M,N,19.0,
1982.0,F,N,8.0,Morning
1982.0,F,,33.0,
1982.0,M,N,16.0,Afternoon
1982.0,M,Y,20.0,Afternoon
1982.0,M,Y,32.0,
1982.0,M,N,18.0,
1982.0,F,N,,
1982.0,F,Y,75.0,Morning
1982.0,M,N,,Morning
1982.0,M,Y,29.0,
1982.0,M,,,
1982.0,,,,
1981.0,M,Y,24.0,Evening
1981.0,,N,,
1981.0,M,N,,
1981.0,M,N,,Afternoon
1981.0,M,N,59.0,
1981.0,M,N,19.0,Morning
1981.0,M,,,Morning
1981.0,M,N,17.0,
1981.0,M,N,24.0,
1981.0,M,N,28.0,Evening
1981.0,M,Y,26.0,Afternoon
1981.0,M,N,25.0,Afternoon
1981.0,M,N,24.0,Morning
1981.0,M,N,15.0,
1981.0,M,N,19.0,
1981.0,M,,,
1981.0,F,Y,19.0,Morning
1981.0,M,N,53.0,Afternoon
1981.0,F,N,16.0,
1981.0,M,N,32.0,Morning
1981.0,M,N,,Evening
1981.0,M,Y,,
1981.0,F,Y,27.0,Afternoon
1981.0,M,N,27.0,Morning
1981.0,M,N,32.0,
1981.0,M,N,19.0,Afternoon
1981.0,M,N,24.0,Morning
1981.0,M,N,19.0,Afternoon
1981.0,M,N,24.0,Afternoon
1981.0,M,N,,Morning
1981.0,,,,
1981.0,M,N,30.0,Afternoon
1981.0,M,N,15.0,Afternoon
1981.0,M,N,25.0,
1981.0,M,,23.0,
1981.0,M,N,27.0,Morning
1980.0,M,N,25.0,Afternoon
1980.0,,,,
1980.0,M,N,22.0,Afternoon
1980.0,M,N,,
1980.0,M,,,
1980.0,M,Y,16.0,
1980.0,M,N,29.0,Afternoon
1980.0,M,N,19.0,Morning
1980.0,M,Y,22.0,
1980.0,F,N,10.0,
1980.0,M,N,15.0,Afternoon
1980.0,F,N,22.0,Afternoon
1980.0,F,N,44.0,
1980.0,M,N,22.0,Morning
1980.0,,Y,,Night
1980.0,F,N,13.0,Afternoon
1980.0,M,Y,52.0,
1980.0,M,N,,Afternoon
1980.0,F,Y,,
1980.0,M,N,61.0,
1980.0,M,N,24.0,Afternoon
1980.0,M,N,29.0,
1980.0,M,N,29.0,Night
1980.0,M,N,25.0,Evening
1980.0,M,Y,,Morning
1980.0,M,N,34.0,
1980.0,M,,20.0,Afternoon
1980.0,M,N,25.0,Morning
1979.0,M,N,18.0,Afternoon
1979.0,M,Y,19.0,
1979.0,M,N,32.0,
1979.0,M,N,20.0,Morning
1979.0,,N,,
1979.0,M,N,,
1979.0,M,N,18.0,
1979.0,M,Y,21.0,
1979.0,M,Y,16.0,
1979.0,M,N,49.0,
1979.0,M,Y,,
1979.0,M,N,56.0,Morning
1979.0,M,,36.0,
1979.0,M,N,25.0,Afternoon
1979.0,M,Y,,Afternoon
1979.0,M,N,24.0,Afternoon
1979.0,M,N,8.0,Morning
1979.0,M,N,27.0,Morning
1979.0,M,N,,Morning
1979.0,M,N,19.0,Afternoon
1978.0,M,N,,
1978.0,M,Y,23.0,Afternoon
1978.0,M,N,,
1978.0,M,N,17.0,
1978.0,M,,,Night
1978.0,M,N,27.0,Afternoon
1978.0,M,N,,Morning
1978.0,M,N,34.0,
1978.0,M,N,,Afternoon
1978.0,M,N,27.0,
1978.0,M,N,39.0,
1978.0,M,N,20.0,
1978.0,,,,
1978.0,M,N,25.0,
1978.0,M,N,23.0,
1978.0,,N,,
1978.0,,N,,Night
1978.0,M,N,17.0,Afternoon
1978.0,M,,,
1978.0,F,N,,
1978.0,F,Y,,
1977.0,M,N,49.0,Night
1977.0,M,N,27.0,
1977.0,M,N,18.0,Morning
1977.0,,N,,
1977.0,M,N,,
1977.0,M,N,25.0,Afternoon
1977.0,M,N,17.0,Afternoon
1977.0,M,Y,25.0,
1977.0,M,N,,Afternoon
1977.0,M,N,20.0,Morning
1977.0,M,,17.0,
1977.0,M,N,21.0,Night
1977.0,M,N,27.0,Afternoon
1977.0,M,N,25.0,
1977.0,M,,,
1977.0,M,N,31.0,Afternoon
1977.0,M,N,32.0,
1977.0,M,Y,74.0,
1977.0,M,Y,45.0,
1977.0,M,N,24.0,
1977.0,M,Y,,Afternoon
1976.0,M,N,,
1976.0,M,N,29.0,Morning
1976.0,M,N,19.0,Afternoon
1976.0,,,,
1976.0,M,N,19.0,Morning
1976.0,M,,17.0,
1976.0,,N,,
1976.0,M,N,25.0,Afternoon
1976.0,M,N,20.0,Morning
1976.0,M,N,27.0,
1976.0,M,Y,,
1976.0,M,Y,16.0,
1976.0,M,N,15.0,Afternoon
1976.0,M,N,23.0,
1976.0,M,N,19.0,Afternoon
1976.0,M,N,24.0,Morning
1976.0,M,N,10.0,
1976.0,M,Y,18.0,
1976.0,M,N,17.0,Night
1976.0,M,N,46.0,
1976.0,F,N,,
1976.0,M,N,24.0,Afternoon
1976.0,,N,,Morning
1976.0,M,N,25.0,
1976.0,M,Y,,Afternoon
1975.0,,N,,
1975.0,M,N,27.0,Afternoon
1975.0,M,N,35.0,
1975.0,M,N,20.0,
1975.0,M,N,33.0,Morning
1975.0,M,N,,
1975.0,M,N,18.0,
1975.0,M,,,Morning
1975.0,,,,
1975.0,M,N,21.0,
1975.0,M,N,19.0,Afternoon
1975.0,M,N,20.0,Afternoon
1975.0,M,N,44.0,Afternoon
1975.0,M,N,24.0,
1975.0,F,Y,62.0,
1975.0,M,Y,37.0,Afternoon
1975.0,M,N,23.0,Afternoon
1975.0,M,N,34.0,Afternoon
1975.0,F,N,14.0,Morning
1975.0,M,N,29.0,
1975.0,M,N,16.0,
1975.0,M,N,18.0,Afternoon
1975.0,F,N,15.0,Afternoon
1975.0,M,N,27.0,
1975.0,M,N,17.0,Morning
1975.0,F,N,10.0,
1975.0,M,,37.0,
1975.0,M,,,
1975.0,M,N,,Afternoon
1975.0,F,N,,
1975.0,M,N,14.0,
1975.0,,N,18.0,
1975.0,,Y,,
1975.0,M,N,16.0,Morning
1975.0,M,Y,12.0,Evening
1975.0,M,N,45.0,
1975.0,M,N,12.0,
1975.0,M,Y,17.0,
1975.0,M,N,25.0,
1975.0,M,Y,,
1974.0,,N,32.0,
1974.0,M,N,24.0,Afternoon
1974.0,M,N,17.0,Morning
1974.0,M,N,29.0,Afternoon
1974.0,F,N,20.0,Afternoon
1974.0,M,N,41.0,Afternoon
1974.0,M,N,48.0,Afternoon
1974.0,M,N,30.0,
1974.0,M,N,24.0,Morning
1974.0,M,N,22.0,
1974.0,M,Y,,
1974.0,M,N,19.0,
1974.0,M,N,18.0,
1974.0,M,Y,21.0,Afternoon
1974.0,M,N,,
1974.0,M,N,36.0,
1974.0,M,Y,17.0,
1974.0,M,Y,10.0,
1974.0,F,N,61.0,Morning
1974.0,M,N,45.0,Morning
1974.0,M,N,22.0,Afternoon
1974.0,M,N,19.0,Afternoon
1974.0,F,N,11.0,
1974.0,M,N,17.0,Afternoon
1974.0,M,N,21.0,Afternoon
1974.0,,N,,
1974.0,M,N,14.0,Evening
1974.0,M,N,19.0,Evening
1974.0,,N,,Night
1974.0,M,N,42.0,
1974.0,M,Y,26.0,
1974.0,M,N,33.0,Afternoon
1974.0,M,Y,32.0,
1974.0,,Y,,
1973.0,M,N,41.0,Morning
1973.0,M,Y,20.0,Afternoon
1973.0,M,Y,19.0,
1973.0,M,N,,
1973.0,M,Y,25.0,Afternoon
1973.0,,N,,
1973.0,M,N,13.0,Afternoon
1973.0,M,Y,,
1973.0,M,N,11.0,Afternoon
1973.0,M,Y,20.0,
1973.0,M,Y,37.0,Afternoon
1973.0,,,21.0,
1973.0,M,N,16.0,
1973.0,M,N,17.0,
1973.0,M,Y,45.0,Evening
1973.0,M,Y,28.0,Morning
1973.0,M,N,26.0,Morning
1973.0,,Y,57.0,
1973.0,M,N,13.0,Morning
1972.0,M,N,29.0,Afternoon
1972.0,M,N,25.0,Afternoon
1972.0,M,Y,17.0,Afternoon
1972.0,M,N,,Morning
1972.0,M,N,,
1972.0,,N,24.0,
1972.0,,Y,,
1972.0,M,N,24.0,
1972.0,M,N,19.0,
1972.0,M,Y,,
1972.0,M,N,17.0,
1972.0,M,N,,Morning
1972.0,F,,20.0,
1972.0,M,N,15.0,Evening
1972.0,M,N,45.0,
1972.0,,,,
1972.0,M,N,22.0,Morning
1972.0,M,N,32.0,Afternoon
1972.0,M,N,27.0,
1972.0,M,Y,25.0,
1972.0,F,N,,
1972.0,M,Y,19.0,Afternoon
1972.0,M,N,33.0,
1972.0,M,N,18.0,Morning
1972.0,,N,,
1972.0,M,Y,20.0,
1972.0,F,N,30.0,Evening
1972.0,M,N,24.0,Afternoon
1971.0,,N,22.0,
1971.0,F,N,16.0,Afternoon
1971.0,M,Y,20.0,
1971.0,M,N,20.0,Night
1971.0,,N,20.0,
1971.0,M,N,18.0,Afternoon
1971.0,M,N,25.0,Evening
1971.0,M,N,30.0,Afternoon
1971.0,,N,17.0,
1971.0,M,Y,34.0,Morning
1971.0,M,Y,51.0,
1971.0,M,N,26.0,Afternoon
1971.0,M,N,8.0,Afternoon
1971.0,M,N,,
1971.0,M,N,21.0,Afternoon
1971.0,M,N,32.0,
1971.0,M,N,16.0,
1971.0,M,Y,55.0,Morning
1971.0,M,Y,19.0,Morning
1971.0,M,Y,14.0,
1971.0,M,Y,66.0,
1971.0,,Y,,
1971.0,M,N,16.0,Morning
1971.0,M,N,,Afternoon
1971.0,M,N,15.0,
1970.0,M,Y,18.0,Afternoon
1970.0,M,Y,20.0,
1970.0,M,N,,Evening
1970.0,M,N,41.0,
1970.0,M,N,,
1970.0,M,N,43.0,Morning
1970.0,M,N,20.0,
1970.0,M,N,18.0,Morning
1970.0,,,,Afternoon
1970.0,M,N,,Night
1970.0,M,N,13.0,
1970.0,M,N,25.0,Afternoon
1970.0,M,Y,16.0,Afternoon
1970.0,M,Y,18.0,Afternoon
1970.0,,Y,,
1970.0,M,Y,14.0,Afternoon
1970.0,M,,,
1970.0,M,,,
1970.0,M,N,19.0,Afternoon
1970.0,F,N,8.0,
1970.0,M,N,14.0,
1970.0,M,N,16.0,
1970.0,M,N,12.0,
1970.0,M,N,10.0,
1970.0,M,Y,,
1970.0,M,N,22.0,
1970.0,M,N,15.0,
1970.0,F,N,28.0,Afternoon
1970.0,F,N,25.0,
1970.0,M,Y,35.0,Afternoon
1970.0,M,N,35.0,Afternoon
1969.0,M,N,15.0,Afternoon
1969.0,M,N,,
1969.0,M,N,27.0,
1969.0,M,N,,Morning
1969.0,M,N,53.0,Morning
1969.0,M,N,,Afternoon
1969.0,M,N,28.0,
1969.0,M,N,15.0,Morning
1969.0,M,N,13.0,Afternoon
1969.0,M,N,25.0,
1969.0,M,N,13.0,Afternoon
1969.0,M,N,,Afternoon
1969.0,M,,22.0,Afternoon
1969.0,M,N,27.0,Morning
1969.0,M,N,8.0,Evening
1969.0,M,N,,Evening
1969.0,M,N,23.0,Morning
1969.0,M,,18.0,Afternoon
1969.0,,N,,
1969.0,M,,,
1969.0,M,N,35.0,
1969.0,M,N,65.0,
1969.0,M,N,16.0,Afternoon
1969.0,M,N,49.0,Morning
1969.0,M,,52.0,
1969.0,M,N,21.0,Morning
1968.0,M,,,
1968.0,M,N,27.0,Morning
1968.0,M,N,17.0,Afternoon
1968.0,M,N,,
1968.0,M,N,28.0,
1968.0,M,,30.0,
1968.0,M,N,22.0,
1968.0,,,,
1968.0,M,N,16.0,Afternoon
1968.0,M,N,,Evening
1968.0,,N,,
1968.0,,,,Afternoon
1968.0,M,Y,24.0,Morning
1968.0,,N,9.0,Afternoon
1968.0,M,N,15.0,Afternoon
1968.0,M,N,12.0,
1968.0,,N,41.0,Morning
1968.0,M,N,18.0,Morning
1968.0,M,N,25.0,Morning
1968.0,M,N,33.0,Afternoon
1968.0,M,N,33.0,Afternoon
1968.0,M,Y,,
1968.0,M,,43.0,Afternoon
1968.0,M,N,17.0,
1968.0,M,N,17.0,Morning
1968.0,M,,63.0,Afternoon
1968.0,M,N,10.0,Afternoon
1968.0,M,N,21.0,
1968.0,M,Y,7.0,
1968.0,M,N,47.0,Morning
1968.0,M,N,35.0,Afternoon
1968.0,M,N,20.0,Afternoon
1968.0,M,,28.0,Night
1968.0,M,N,17.0,Afternoon
1968.0,F,N,14.0,Afternoon
1968.0,F,N,,
1968.0,M,N,26.0,Evening
1968.0,,N,24.0,
1968.0,,Y,13.0,Afternoon
1968.0,,,,Afternoon
1968.0,,,,Afternoon
1967.0,M,N,22.0,Afternoon
1967.0,M,,32.0,
1967.0,M,N,27.0,Morning
1967.0,M,Y,59.0,Morning
1967.0,M,N,,
1967.0,M,N,15.0,
1967.0,M,N,18.0,
1967.0,M,N,21.0,Morning
1967.0,,Y,,
1967.0,F,,,
1967.0,M,N,19.0,Afternoon
1967.0,M,N,17.0,
1967.0,M,,,
1967.0,M,,21.0,
1967.0,,,,
1967.0,,N,,Afternoon
1967.0,M,Y,,
1967.0,M,Y,23.0,
1967.0,M,N,24.0,Afternoon
1967.0,M,Y,19.0,Afternoon
1967.0,M,Y,23.0,Morning
1967.0,F,N,19.0,Afternoon
1967.0,M,,,Night
1967.0,M,N,15.0,Afternoon
1967.0,M,N,41.0,Afternoon
1967.0,M,N,,Night
1967.0,M,N,20.0,Afternoon
1967.0,M,Y,36.0,Afternoon
1967.0,M,,18.0,Afternoon
1967.0,M,N,26.0,Afternoon
1967.0,M,N,30.0,Morning
1967.0,M,N,22.0,Afternoon
1967.0,M,N,60.0,
1967.0,M,N,21.0,Afternoon
1967.0,M,N,32.0,Morning
1967.0,M,N,36.0,Afternoon
1967.0,,,,
1967.0,M,Y,21.0,Evening
1967.0,M,N,14.0,
1967.0,M,Y,,Afternoon
1967.0,,N,,
1967.0,M,N,31.0,
1966.0,M,N,30.0,
1966.0,M,N,29.0,
1966.0,M,N,19.0,
1966.0,M,N,39.0,Afternoon
1966.0,,,28.0,
1966.0,F,Y,0.0,
1966.0,F,Y,13.0,Morning
1966.0,F,Y,8.0,Morning
1966.0,M,N,32.0,Afternoon
1966.0,M,N,20.0,
1966.0,M,,,
1966.0,M,,,Afternoon
1966.0,M,N,43.0,Afternoon
1966.0,M,N,14.0,
1966.0,M,N,,
1966.0,F,N,18.0,Afternoon
1966.0,F,Y,13.0,Afternoon
1966.0,F,Y,9.0,Afternoon
1966.0,M,Y,33.0,
1966.0,M,N,,Afternoon
1966.0,M,N,21.0,
1966.0,M,,26.0,Afternoon
1966.0,M,N,8.0,Afternoon
1966.0,M,N,16.0,
1966.0,M,N,34.0,Evening
1966.0,M,N,14.0,Afternoon
1966.0,M,Y,20.0,
1966.0,F,Y,25.0,
1966.0,M,,46.0,Morning
1966.0,,N,,
1966.0,M,N,15.0,Afternoon
1966.0,M,N,18.0,Morning
1966.0,M,N,18.0,Afternoon
1966.0,M,N,,Afternoon
1966.0,M,Y,40.0,Night
1966.0,M,N,,Night
1966.0,M,Y,38.0,Night
1966.0,M,,24.0,Afternoon
1966.0,M,Y,,
1966.0,M,N,25.0,Afternoon
1966.0,M,N,13.0,Afternoon
1966.0,M,N,33.0,Afternoon
1966.0,,Y,,
1966.0,M,N,29.0,Morning
1966.0,M,N,16.0,Morning
1966.0,M,N,43.0,
1966.0,M,N,15.0,Afternoon
1966.0,F,Y,15.0,Afternoon
1966.0,M,N,35.0,Afternoon
1966.0,F,,15.0,Afternoon
1965.0,M,N,40.0,
1965.0,M,N,,Afternoon
1965.0,,N,,Morning
1965.0,M,Y,43.0,
1965.0,M,N,44.0,Evening
1965.0,,,,Morning
1965.0,M,N,24.0,Afternoon
1965.0,M,N,39.0,
1965.0,M,N,32.0,
1965.0,F,Y,,
1965.0,M,Y,15.0,
1965.0,M,N,27.0,
1965.0,M,N,,
1965.0,M,N,23.0,Evening
1965.0,M,,,
1965.0,M,N,15.0,Afternoon
1965.0,M,Y,25.0,Afternoon
1965.0,,N,,
1965.0,M,,6.0,
1965.0,M,N,38.0,Afternoon
1965.0,M,Y,,Morning
1965.0,M,Y,,Afternoon
1965.0,M,Y,,
1965.0,M,N,35.0,
1965.0,M,N,49.0,Afternoon
1965.0,M,,19.0,Afternoon
1965.0,M,N,28.0,Morning
1965.0,M,N,8.0,Afternoon
1965.0,M,N,17.0,Morning
1965.0,M,,,Morning
1965.0,M,N,16.0,Afternoon
1965.0,M,N,25.0,Afternoon
1965.0,M,N,18.0,Afternoon
1965.0,M,,21.0,
1965.0,M,N,22.0,Afternoon
1965.0,M,N,20.0,Afternoon
1965.0,M,Y,30.0,
1965.0,M,N,13.0,
1965.0,M,N,15.0,
1965.0,M,N,30.0,
1965.0,,,,
1964.0,M,N,19.0,Afternoon
1964.0,M,N,,
1964.0,,N,,Morning
1964.0,M,N,28.0,Afternoon
1964.0,M,Y,10.0,
1964.0,M,N,25.0,Afternoon
1964.0,M,Y,29.0,Afternoon
1964.0,M,N,25.0,
1964.0,,N,,Evening
1964.0,,,,Night
1964.0,M,N,19.0,Morning
1964.0,M,,24.0,Morning
1964.0,M,Y,32.0,Afternoon
1964.0,M,N,20.0,Afternoon
1964.0,M,N,14.0,Afternoon
1964.0,M,N,19.0,Afternoon
1964.0,M,,18.0,Morning
1964.0,M,N,,Morning
1964.0,M,N,28.0,Afternoon
1964.0,M,N,12.0,
1964.0,M,N,21.0,
1964.0,M,N,22.0,Morning
1964.0,M,N,30.0,
1964.0,,,,
1964.0,M,Y,52.0,
1964.0,M,Y,,
1964.0,,N,,
1964.0,,Y,,
1964.0,F,,29.0,Night
1964.0,M,N,23.0,
1964.0,M,,40.0,Afternoon
1964.0,M,N,47.0,
1964.0,M,Y,35.0,Morning
1964.0,M,Y,13.0,
1964.0,M,N,19.0,
1964.0,M,Y,32.0,Night
1964.0,M,N,38.0,Afternoon
1964.0,M,Y,15.0,
1964.0,M,Y,17.0,Morning
1964.0,M,N,,Afternoon
1964.0,M,N,26.0,Evening
1964.0,M,N,25.0,Morning
1964.0,M,Y,19.0,Morning
1964.0,M,,23.0,Morning
1964.0,,N,,Afternoon
1964.0,M,N,39.0,Afternoon
1964.0,M,N,17.0,Morning
1964.0,,N,,Morning
1964.0,M,N,21.0,Afternoon
1964.0,F,N,20.0,Afternoon
1964.0,,,,
1964.0,M,N,,Evening
1964.0,M,,,Morning
1963.0,F,N,20.0,Afternoon
1963.0,M,N,24.0,Afternoon
1963.0,M,N,,Morning
1963.0,M,Y,18.0,Afternoon
1963.0,F,,,
1963.0,M,N,13.0,Evening
1963.0,M,N,,
1963.0,M,N,,Afternoon
1963.0,M,Y,15.0,Afternoon
1963.0,M,N,23.0,Afternoon
1963.0,M,Y,22.0,
1963.0,M,N,20.0,Afternoon
1963.0,F,N,18.0,Afternoon
1963.0,F,N,21.0,Morning
1963.0,M,N,25.0,Afternoon
1963.0,M,N,28.0,
1963.0,M,N,,Morning
1963.0,M,N,35.0,Night
1963.0,M,N,28.0,Afternoon
1963.0,M,N,20.0,
1963.0,M,Y,,Morning
1963.0,,,25.0,
1963.0,M,Y,30.0,Afternoon
1963.0,M,N,18.0,Morning
1963.0,M,N,16.0,Afternoon
1963.0,M,Y,23.0,
1963.0,M,N,26.0,Morning
1963.0,M,N,14.0,Afternoon
1963.0,M,N,24.0,
1963.0,,Y,,
1963.0,M,Y,,
1963.0,F,Y,42.0,Afternoon
1963.0,M,N,30.0,Morning
1963.0,M,,,
1963.0,M,Y,25.0,Afternoon
1963.0,M,N,15.0,Afternoon
1963.0,M,N,25.0,
1963.0,M,N,15.0,Afternoon
1963.0,M,Y,,Night
1963.0,M,N,,Morning
1963.0,M,N,18.0,Afternoon
1963.0,M,N,28.0,Morning
1963.0,M,N,41.0,
1963.0,F,Y,32.0,Afternoon
1963.0,M,,25.0,Afternoon
1963.0,,N,,
1963.0,,N,14.0,Afternoon
1963.0,M,N,27.0,Afternoon
1963.0,M,N,24.0,Afternoon
1963.0,,,,
1962.0,M,N,,Morning
1962.0,M,Y,16.0,Afternoon
1962.0,,N,,
1962.0,M,N,26.0,
1962.0,M,,,
1962.0,M,N,24.0,Afternoon
1962.0,M,N,,Morning
1962.0,M,N,30.0,Afternoon
1962.0,M,Y,32.0,Morning
1962.0,M,N,,
1962.0,F,,43.0,
1962.0,M,Y,1.0,
1962.0,M,N,24.0,Afternoon
1962.0,M,N,20.0,Afternoon
1962.0,M,Y,29.0,
1962.0,M,Y,28.0,Morning
1962.0,M,,,
1962.0,M,N,49.0,Afternoon
1962.0,M,N,39.0,Morning
1962.0,,N,,Afternoon
1962.0,M,Y,40.0,Afternoon
1962.0,M,N,24.0,Afternoon
1962.0,M,Y,35.0,Afternoon
1962.0,M,N,23.0,
1962.0,M,N,21.0,
1962.0,M,N,20.0,Morning
1962.0,M,N,19.0,Afternoon
1962.0,M,N,41.0,Afternoon
1962.0,M,N,13.0,Afternoon
1962.0,,,,
1962.0,,N,,Evening
1962.0,M,N,11.0,Morning
1962.0,M,N,31.0,Night
1962.0,M,Y,32.0,Night
1962.0,M,Y,35.0,Night
1962.0,M,Y,,Afternoon
1962.0,M,N,13.0,Afternoon
1962.0,,N,,Morning
1962.0,M,N,55.0,Afternoon
1962.0,M,N,31.0,Afternoon
1962.0,M,N,17.0,
1962.0,,Y,,Night
1962.0,M,N,16.0,Morning
1962.0,M,N,13.0,Morning
1962.0,M,Y,10.0,Afternoon
1962.0,M,N,15.0,
1962.0,M,N,,Morning
1962.0,M,Y,22.0,Morning
1962.0,M,Y,13.0,Afternoon
1962.0,M,N,35.0,Afternoon
1962.0,,,,
1962.0,M,Y,,
1962.0,M,N,18.0,Afternoon
1962.0,M,,16.0,
1962.0,M,N,19.0,
1962.0,M,,40.0,Afternoon
1962.0,M,N,44.0,Afternoon
1962.0,M,N,29.0,Morning
1962.0,M,N,19.0,Afternoon
1962.0,M,N,24.0,Afternoon
1962.0,F,N,54.0,Evening
1962.0,M,,25.0,
1962.0,M,N,57.0,Afternoon
1962.0,F,N,,
1962.0,,Y,,
1961.0,F,Y,18.0,Afternoon
1961.0,M,N,24.0,Afternoon
1961.0,M,N,18.0,Afternoon
1961.0,M,N,23.0,Morning
1961.0,,N,,
1961.0,M,N,20.0,Afternoon
1961.0,M,Y,22.0,Morning
1961.0,M,N,17.0,Afternoon
1961.0,,,,
1961.0,M,N,,
1961.0,M,,45.0,
1961.0,M,Y,45.0,
1961.0,M,N,16.0,Afternoon
1961.0,M,Y,19.0,Afternoon
1961.0,M,N,42.0,Morning
1961.0,M,N,22.0,Morning
1961.0,M,N,,Morning
1961.0,M,N,33.0,
1961.0,M,N,16.0,Morning
1961.0,M,N,19.0,Morning
1961.0,M,N,22.0,Morning
1961.0,M,N,38.0,Afternoon
1961.0,M,N,57.0,Afternoon
1961.0,M,N,21.0,Afternoon
1961.0,M,Y,10.0,
1961.0,M,Y,23.0,Morning
1961.0,M,N,25.0,Afternoon
1961.0,M,N,19.0,
1961.0,M,N,20.0,Morning
1961.0,M,N,52.0,Morning
1961.0,M,,10.0,Afternoon
1961.0,M,N,,Afternoon
1961.0,M,N,37.0,Morning
1961.0,M,N,22.0,
1961.0,M,N,21.0,
1961.0,M,N,40.0,Night
1961.0,M,Y,38.0,Morning
1961.0,,Y,,
1961.0,M,N,24.0,
1961.0,M,N,24.0,Afternoon
1961.0,F,N,,
1961.0,M,N,21.0,Afternoon
1961.0,M,N,33.0,Afternoon
1961.0,M,N,44.0,
1961.0,M,N,,Morning
1961.0,M,N,30.0,
1961.0,F,N,,Evening
1961.0,M,Y,,
1961.0,M,N,27.0,Afternoon
1961.0,M,Y,14.0,Afternoon
1961.0,M,,,
1961.0,M,N,15.0,Afternoon
1961.0,M,N,27.0,Morning
1961.0,M,N,13.0,Evening
1961.0,M,N,,Afternoon
1961.0,M,N,27.0,Afternoon
1961.0,M,Y,20.0,
1960.0,M,Y,,
1960.0,F,N,27.0,
1960.0,M,Y,25.0,Afternoon
1960.0,M,N,33.0,Morning
1960.0,M,N,,
1960.0,M,N,41.0,Afternoon
1960.0,F,,51.0,
1960.0,M,N,17.0,Afternoon
1960.0,M,N,24.0,
1960.0,,N,,
1960.0,M,N,,
1960.0,M,N,36.0,Afternoon
1960.0,M,,24.0,
1960.0,M,N,26.0,
1960.0,M,,,
1960.0,M,,37.0,Afternoon
1960.0,M,,,Afternoon
1960.0,M,N,25.0,Afternoon
1960.0,,Y,,
1960.0,M,N,38.0,Afternoon
1960.0,M,N,14.0,
1960.0,M,N,24.0,Afternoon
1960.0,,,,
1960.0,M,N,15.0,Evening
1960.0,M,N,25.0,
1960.0,M,N,46.0,
1960.0,M,N,25.0,Afternoon
1960.0,M,N,17.0,
1960.0,M,N,41.0,Afternoon
1960.0,M,N,,Afternoon
1960.0,M,N,18.0,
1960.0,M,N,39.0,Morning
1960.0,M,,37.0,
1960.0,M,Y,58.0,Morning
1960.0,M,N,24.0,Afternoon
1960.0,M,N,27.0,Morning
1960.0,M,N,25.0,Afternoon
1960.0,F,N,16.0,Afternoon
1960.0,M,N,16.0,Afternoon
1960.0,M,N,48.0,Afternoon
1960.0,M,,21.0,Morning
1960.0,M,N,17.0,Afternoon
1960.0,M,N,,Afternoon
1960.0,F,Y,,
1960.0,M,N,42.0,Afternoon
1960.0,M,N,44.0,Afternoon
1960.0,M,N,30.0,Night
1960.0,M,N,22.0,
1960.0,M,,36.0,Morning
1960.0,M,Y,26.0,
1960.0,M,N,20.0,
1960.0,,,,Night
1960.0,M,Y,13.0,Afternoon
1960.0,M,N,,Afternoon
1960.0,,N,,Morning
1960.0,F,N,,
1960.0,M,N,,Morning
1960.0,M,N,9.0,
1960.0,M,Y,16.0,
1960.0,F,Y,5.0,
1960.0,F,N,,Morning
1959.0,,N,,Afternoon
1959.0,,N,50.0,Night
1959.0,,Y,13.0,
1959.0,M,Y,29.0,Morning
1959.0,M,Y,,Afternoon
1959.0,M,N,17.0,
1959.0,M,,,
1959.0,M,N,,Afternoon
1959.0,F,Y,3.0,
1959.0,M,N,19.0,Afternoon
1959.0,M,N,17.0,Morning
1959.0,M,N,19.0,Morning
1959.0,,,,Night
1959.0,,N,,
1959.0,M,N,21.0,Morning
1959.0,M,N,,
1959.0,M,Y,,
1959.0,M,N,30.0,Afternoon
1959.0,M,Y,,
1959.0,M,N,36.0,Afternoon
1959.0,M,N,28.0,
1959.0,F,,29.0,
1959.0,M,N,30.0,Afternoon
1959.0,,,,Night
1959.0,,N,,Afternoon
1959.0,,Y,,
1959.0,F,Y,50.0,
